date,Month,city_name,category,item_id,item_name,qty_sold,mrp,,
15-11-2023,Nov,Faridabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),2,9998,,
19-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),42,44058,,
20-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),46,48254,,
02-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,16,6000,,
11-12-2023,Dec,Gurgaon,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),6,29994,,
16-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,37,13875,,
30-11-2023,Nov,Zirakpur,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,4,1500,,
16-11-2023,Nov,Gurgaon,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),4,18496,,
12-12-2023,Dec,Mohali,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),2,2098,,
12-11-2023,Nov,Gurgaon,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),4,19996,,
24-12-2023,Dec,Ludhiana,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
22-11-2023,Nov,Ghaziabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),10,10490,,
10-11-2023,Nov,Zirakpur,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
21-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),30,31470,,
21-10-2023,Oct,Amritsar,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
28-12-2023,Dec,Faridabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
18-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),41,43009,,
08-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),2,2098,,
04-12-2023,Dec,Panchkula,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
14-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10143665,Jivo Cold Press Canola Oil,1,0,,
23-12-2023,Dec,Jalandhar,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
01-12-2023,Dec,Ghaziabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
06-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,54,20250,,
26-12-2023,Dec,Delhi,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),4,19996,,
15-12-2023,Dec,Mohali,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
16-11-2023,Nov,Gurgaon,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
26-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),5,24995,,
07-11-2023,Nov,Kharar,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
10-12-2023,Dec,Faridabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),3,4950,,
14-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),29,30421,,
09-11-2023,Nov,Faridabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,3,1125,,
15-10-2023,Oct,Chandigarh,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
17-11-2023,Nov,Jalandhar,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),3,3147,,
27-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),48,50352,,
30-11-2023,Nov,Ludhiana,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,4,1500,,
06-11-2023,Nov,Gurgaon,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),3,4950,,
26-11-2023,Nov,Chandigarh,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
03-11-2023,Nov,Panchkula,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
10-11-2023,Nov,Ghaziabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
17-10-2023,Oct,Chandigarh,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
31-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,4,1500,,
27-11-2023,Nov,Kharar,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
15-12-2023,Dec,Jalandhar,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
21-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10143665,Jivo Cold Press Canola Oil,38,0,,
11-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
21-12-2023,Dec,Ghaziabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,20,7500,,
12-10-2023,Oct,Jalandhar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,4,1500,,
20-10-2023,Oct,Chandigarh,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
18-12-2023,Dec,Faridabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
24-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),6,29994,,
23-11-2023,Nov,Zirakpur,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
14-11-2023,Nov,Faridabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),3,3147,,
17-12-2023,Dec,Ludhiana,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,4,1500,,
31-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),21,22029,,
24-12-2023,Dec,Chandigarh,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),3,3147,,
25-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
22-11-2023,Nov,Amritsar,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),2,3300,,
03-11-2023,Nov,Chandigarh,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,6,2250,,
04-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),14,14686,,
27-10-2023,Oct,Kharar,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
12-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),4,19996,,
23-11-2023,Nov,Chandigarh,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
08-11-2023,Nov,Meerut,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
13-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),4,6600,,
28-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10143665,Jivo Cold Press Canola Oil,81,0,,
12-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),9,14850,,
19-10-2023,Oct,Dehradun,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
19-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
05-11-2023,Nov,Faridabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
08-11-2023,Nov,Kharar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
16-12-2023,Dec,Kharar,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
14-12-2023,Dec,Jalandhar,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
15-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,26,9750,,
28-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),4,6600,,
14-12-2023,Dec,Zirakpur,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
19-11-2023,Nov,Zirakpur,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
14-12-2023,Dec,Delhi,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,44,16500,,
29-10-2023,Oct,Chandigarh,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),2,3300,,
27-12-2023,Dec,Chandigarh,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
25-12-2023,Dec,Faridabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
22-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,36,13500,,
24-11-2023,Nov,Ghaziabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,19,7125,,
24-10-2023,Oct,Dehradun,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
10-12-2023,Dec,Chandigarh,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),4,4196,,
23-11-2023,Nov,Faridabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),4,4196,,
04-12-2023,Dec,Faridabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
27-10-2023,Oct,Chandigarh,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,4,1500,,
08-11-2023,Nov,Ghaziabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),17,17833,,
10-12-2023,Dec,Ludhiana,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),3,3147,,
09-12-2023,Dec,Agra,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
25-11-2023,Nov,Gurgaon,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),2,3300,,
01-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),9,9441,,
05-11-2023,Nov,Meerut,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
30-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),3,14997,,
17-11-2023,Nov,Gurgaon,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),13,13637,,
29-10-2023,Oct,Meerut,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
29-11-2023,Nov,Amritsar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
19-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),5,5245,,
27-12-2023,Dec,Ghaziabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,21,7875,,
28-11-2023,Nov,Dehradun,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
14-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
12-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),10,16500,,
19-11-2023,Nov,Ghaziabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),2,3300,,
14-12-2023,Dec,Ghaziabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),4,19996,,
27-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),4,19996,,
19-12-2023,Dec,Dehradun,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
12-11-2023,Nov,Chandigarh,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,5,1875,,
21-12-2023,Dec,Amritsar,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
07-12-2023,Dec,Faridabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,5,1875,,
12-12-2023,Dec,Dehradun,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,5,1875,,
02-12-2023,Dec,Ludhiana,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,6,2250,,
04-12-2023,Dec,Zirakpur,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
31-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10143665,Jivo Cold Press Canola Oil,3,0,,
04-11-2023,Nov,Amritsar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,5,1875,,
27-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10143665,Jivo Cold Press Canola Oil,108,0,,
10-11-2023,Nov,Chandigarh,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),2,2098,,
09-12-2023,Dec,Jalandhar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,4,1500,,
07-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),21,22029,,
12-12-2023,Dec,Ghaziabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),4,19996,,
02-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),5,8250,,
23-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
05-11-2023,Nov,Ghaziabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),6,29994,,
15-11-2023,Nov,Meerut,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),2,2098,,
16-11-2023,Nov,Amritsar,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
03-11-2023,Nov,Ludhiana,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),2,2098,,
23-12-2023,Dec,Ghaziabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,15,5625,,
10-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),42,44058,,
12-10-2023,Oct,Meerut,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
17-12-2023,Dec,Panchkula,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
18-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),3,14997,,
17-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
04-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
02-10-2023,Oct,Jalandhar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,5,1875,,
10-12-2023,Dec,Kharar,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
24-12-2023,Dec,Delhi,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,37,13875,,
15-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10143665,Jivo Cold Press Canola Oil,45,0,,
10-12-2023,Dec,Delhi,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),10,16500,,
14-12-2023,Dec,Mohali,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,10,3750,,
31-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),5,8250,,
20-12-2023,Dec,Jalandhar,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
22-11-2023,Nov,Amritsar,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
24-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,11,4125,,
15-11-2023,Nov,Faridabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
07-12-2023,Dec,Dehradun,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
17-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,4,1500,,
12-10-2023,Oct,Panchkula,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
30-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),2,9998,,
06-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,4,1500,,
04-12-2023,Dec,Delhi,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),10,16500,,
25-11-2023,Nov,Jalandhar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
20-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),14,14686,,
20-10-2023,Oct,Zirakpur,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
11-12-2023,Dec,Gurgaon,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,24,9000,,
28-12-2023,Dec,Faridabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,3,1125,,
12-11-2023,Nov,Ghaziabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),2,3300,,
11-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),35,36715,,
17-11-2023,Nov,Gurgaon,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),5,8250,,
21-12-2023,Dec,Dehradun,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
23-10-2023,Oct,Ludhiana,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
31-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),9,9441,,
14-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),12,12588,,
29-11-2023,Nov,Chandigarh,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,7,2625,,
03-10-2023,Oct,Mohali,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
28-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),13,13637,,
20-12-2023,Dec,Mohali,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,8,3000,,
24-12-2023,Dec,Dehradun,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
10-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),4,19996,,
14-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),9,9441,,
11-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,51,19125,,
19-10-2023,Oct,Amritsar,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
23-11-2023,Nov,Ludhiana,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
21-10-2023,Oct,Amritsar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,5,1875,,
09-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),2,3300,,
31-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),3,4950,,
14-10-2023,Oct,Chandigarh,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
27-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),15,15735,,
15-12-2023,Dec,Delhi,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,32,12000,,
22-12-2023,Dec,Delhi,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),8,39992,,
20-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
15-12-2023,Dec,Jalandhar,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),4,4196,,
27-10-2023,Oct,Meerut,"Dry Fruits, Masala & Oil",10143665,Jivo Cold Press Canola Oil,5,0,,
05-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),2,3300,,
01-12-2023,Dec,Amritsar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,6,2250,,
26-12-2023,Dec,Gurgaon,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,15,5625,,
10-11-2023,Nov,Delhi,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),14,23100,,
12-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),3,14997,,
20-10-2023,Oct,Ghaziabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
26-11-2023,Nov,Faridabad,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
08-12-2023,Dec,Ghaziabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),3,4950,,
11-11-2023,Nov,Zirakpur,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),2,3300,,
15-12-2023,Dec,Meerut,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
07-11-2023,Nov,Gurgaon,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),2,8498,,
15-10-2023,Oct,Gurgaon,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),6,25494,,
26-12-2023,Dec,Agra,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
26-10-2023,Oct,Meerut,"Dry Fruits, Masala & Oil",10143665,Jivo Cold Press Canola Oil,10,0,,
11-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,5,1875,,
11-12-2023,Dec,Ghaziabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),4,6600,,
30-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,40,15000,,
17-12-2023,Dec,Meerut,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
23-12-2023,Dec,Mohali,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,3,1125,,
10-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
07-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),13,21450,,
12-11-2023,Nov,Ludhiana,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),1,4999,,
10-12-2023,Dec,Jalandhar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,6,2250,,
15-10-2023,Oct,Meerut,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),1,1049,,
26-10-2023,Oct,Delhi,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),27,28323,,
28-12-2023,Dec,Gurgaon,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,20,7500,,
28-11-2023,Nov,Ludhiana,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
23-10-2023,Oct,Mohali,"Dry Fruits, Masala & Oil",10048295,Jivo Cold Press Canola Oil (5 l),1,1650,,
15-11-2023,Nov,Panchkula,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
20-11-2023,Nov,Amritsar,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,3,1125,,
22-12-2023,Dec,Chandigarh,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),2,2098,,
21-12-2023,Dec,Gurgaon,"Dry Fruits, Masala & Oil",10143020,Jivo Pomace Olive Oil(Bottle),24,25176,,
15-10-2023,Oct,Panchkula,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,2,750,,
21-11-2023,Nov,Faridabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
26-12-2023,Dec,Zirakpur,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,1,375,,
11-11-2023,Nov,Chandigarh,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,5,1875,,
03-11-2023,Nov,Gurgaon,"Dry Fruits, Masala & Oil",10049041,Jivo Pomace Olive Oil(Tin),4,19996,,
22-11-2023,Nov,Ludhiana,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,7,2625,,
29-10-2023,Oct,Faridabad,"Dry Fruits, Masala & Oil",10049199,Jivo Cold Press Canola Oil,5,1875,,
